command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\varrhosl	symbol	math	U+03F1	varrhosl		ID		\varrho	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varrhosl
\varrhoup	symbol	math	U+03F1	varrhoup		ID		\varrho	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varrhoup
\varsigma	symbol	math	U+03C2	varsigma		ID		\varsigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varsigma
\varsigmasl	symbol	math	U+03C2	varsigmasl		ID		\varsigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varsigmasl
\varsigmaup	symbol	math	U+03C2	varsigmaup		ID		\varsigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varsigmaup
\varspadesuit	symbol	math	U+2664	varspadesuit		ID			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varspadesuit
\varsubsetneq	symbol	math	U+228A	varsubsetneq	subset-of-and-not-equals	RELOP		\varsubsetneq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \varsubsetneq
\varsubsetneqq	symbol	math	U+2ACB	varsubsetneqq	subset-of-and-not-equals	RELOP		\varsubsetneqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \varsubsetneqq
\varsupsetneq	symbol	math	U+228B	varsupsetneq	superset-of-and-not-equals	RELOP		\varsupsetneq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \varsupsetneq
\varsupsetneqq	symbol	math	U+2ACC	varsupsetneqq	superset-of-and-not-equals	RELOP		\varsupsetneqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \varsupsetneqq
\vartheta	symbol	math	U+03D1	vartheta		ID		\vartheta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \vartheta
\varthetasl	symbol	math	U+03D1	varthetasl		ID		\vartheta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varthetasl
\varthetaup	symbol	math	U+03D1	varthetaup		ID		\vartheta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varthetaup
\vartriangle	symbol	math	U+25B3	vartriangle		RELOP		\vartriangle	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \vartriangle
\vartriangleleft	symbol	math	U+22B2	vartriangleleft		RELOP		\vartriangleleft	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \vartriangleleft
\vartriangleright	symbol	math	U+22B3	vartriangleright		RELOP		\vartriangleright	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \vartriangleright
\veebar	symbol	math	U+22BB	veebar	exclusive-or	BINOP		\veebar	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \veebar
\xi	symbol	math	U+03BE	xi		ID		\xi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \xi
\xisl	symbol	math	U+03BE	xisl		ID		\xi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \xisl
\xiup	symbol	math	U+03BE	xiup		ID		\xi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \xiup
\zeta	symbol	math	U+03B6	zeta		ID		\zeta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \zeta
\zetasl	symbol	math	U+03B6	zetasl		ID		\zeta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \zetasl
\zetaup	symbol	math	U+03B6	zetaup		ID		\zeta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \zetaup
