command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\Pisymbol{pzd}{51}	text	text	U+2713	Pisymbol-pzd-51					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 51
\Pisymbol{pzd}{52}	text	text	U+2714	Pisymbol-pzd-52					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 52
\Pisymbol{pzd}{53}	text	text	U+2715	Pisymbol-pzd-53					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 53
\Pisymbol{pzd}{54}	text	text	U+2716	Pisymbol-pzd-54					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 54
\Pisymbol{pzd}{55}	text	text	U+2717	Pisymbol-pzd-55					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 55
\Pisymbol{pzd}{56}	text	text	U+2718	Pisymbol-pzd-56					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 56
\Pisymbol{pzd}{57}	text	text	U+2719	Pisymbol-pzd-57					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 57
\Pisymbol{pzd}{58}	text	text	U+271A	Pisymbol-pzd-58					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 58
\Pisymbol{pzd}{59}	text	text	U+271B	Pisymbol-pzd-59					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 59
\Pisymbol{pzd}{60}	text	text	U+271C	Pisymbol-pzd-60					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 60
\Pisymbol{pzd}{61}	text	text	U+271D	Pisymbol-pzd-61					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 61
\Pisymbol{pzd}{62}	text	text	U+271E	Pisymbol-pzd-62					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 62
\Pisymbol{pzd}{63}	text	text	U+271F	Pisymbol-pzd-63					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 63
\Pisymbol{pzd}{64}	text	text	U+2720	Pisymbol-pzd-64					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 64
\Pisymbol{pzd}{65}	text	text	U+2721	Pisymbol-pzd-65					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 65
\Pisymbol{pzd}{66}	text	text	U+2722	Pisymbol-pzd-66					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 66
\Pisymbol{pzd}{67}	text	text	U+2723	Pisymbol-pzd-67					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 67
\Pisymbol{pzd}{68}	text	text	U+2724	Pisymbol-pzd-68					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 68
\Pisymbol{pzd}{69}	text	text	U+2725	Pisymbol-pzd-69					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 69
\Pisymbol{pzd}{70}	text	text	U+2726	Pisymbol-pzd-70					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 70
